datetime,open,high,low,close
2018-01-23T01:00:00,1334.12,1337.1,1334.08,1336.47
2018-01-23T02:00:00,1336.47,1336.72,1335.56,1336.2
2018-01-23T03:00:00,1336.2,1337.03,1335.05,1335.81
2018-01-23T04:00:00,1335.81,1336.63,1335.46,1336.12
2018-01-23T05:00:00,1336.12,1336.25,1335.12,1335.61
2018-01-23T06:00:00,1335.61,1338.1,1335.55,1336.55
2018-01-23T07:00:00,1336.55,1337.75,1335.84,1336.61
2018-01-23T08:00:00,1336.61,1337.32,1335.47,1336.92
2018-01-23T09:00:00,1336.92,1337.19,1335.85,1336.41
2018-01-23T10:00:00,1336.41,1337.07,1336.07,1336.17
2018-01-23T11:00:00,1336.17,1338.73,1336.03,1336.63
2018-01-23T12:00:00,1336.63,1337.18,1335.87,1336.38
2018-01-23T13:00:00,1336.38,1337.16,1335.71,1336.3
2018-01-23T14:00:00,1336.3,1336.6,1331.27,1334.09
2018-01-23T15:00:00,1334.09,1338.73,1333.37,1338.02
2018-01-23T16:00:00,1338.02,1339.05,1336.15,1337.39
2018-01-23T17:00:00,1337.39,1338.24,1336.91,1337.54
2018-01-23T18:00:00,1337.54,1338.12,1336.7,1337.18
2018-01-23T19:00:00,1337.18,1340.57,1337.17,1340.48
2018-01-23T20:00:00,1340.48,1341.68,1339.8,1340.75
2018-01-23T21:00:00,1340.75,1341.38,1340.62,1341.21
2018-01-23T23:00:00,1341.21,1342.19,1340.27,1341.76
2018-01-24T00:00:00,1341.76,1341.93,1340.66,1340.72
2018-01-24T01:00:00,1340.72,1341.12,1339.4,1340.88
2018-01-24T02:00:00,1340.88,1341.82,1340.29,1341.39
2018-01-24T03:00:00,1341.39,1341.55,1340.56,1340.91
2018-01-24T04:00:00,1340.91,1341.91,1340.65,1340.98
2018-01-24T05:00:00,1340.98,1342.1,1339.91,1341.95
2018-01-24T06:00:00,1341.95,1343.53,1341.16,1343.29
2018-01-24T07:00:00,1343.29,1343.79,1342.42,1343.14
2018-01-24T08:00:00,1343.14,1348.13,1343.08,1346.9
2018-01-24T09:00:00,1346.9,1349.5,1346.61,1348.54
2018-01-24T10:00:00,1348.54,1350.49,1348.5,1349.6
2018-01-24T11:00:00,1349.6,1350.82,1349.24,1349.36
2018-01-24T12:00:00,1349.36,1352.3,1348.69,1352.23
2018-01-24T13:00:00,1352.23,1353.77,1351.25,1352.13
2018-01-24T14:00:00,1352.13,1355.28,1352.05,1354.91
2018-01-24T15:00:00,1354.91,1355.55,1353.03,1353.43
2018-01-24T16:00:00,1353.43,1353.66,1351.17,1352.78
2018-01-24T17:00:00,1352.78,1354.22,1352.46,1353.76
2018-01-24T18:00:00,1353.76,1360.19,1353.15,1359.96
2018-01-24T19:00:00,1359.96,1361.95,1357.42,1358
2018-01-24T20:00:00,1358,1360,1357.46,1357.57
2018-01-24T21:00:00,1357.57,1358.86,1357.52,1358.27
2018-01-24T23:00:00,1358.27,1358.27,1355.74,1356.03
2018-01-25T00:00:00,1356.03,1357.85,1355.92,1357.16
2018-01-25T01:00:00,1357.16,1359.33,1356.18,1359.28
2018-01-25T02:00:00,1359.28,1361.76,1358.67,1360.92
2018-01-25T03:00:00,1360.92,1364.05,1360.6,1363.16
2018-01-25T04:00:00,1363.16,1364.39,1362.41,1363.39
2018-01-25T05:00:00,1363.39,1364.88,1362.68,1364.62
2018-01-25T06:00:00,1364.62,1365.95,1361.45,1363.31
2018-01-25T07:00:00,1363.31,1363.31,1359.32,1361.06
2018-01-25T08:00:00,1361.06,1361.09,1356.29,1358.04
2018-01-25T09:00:00,1358.04,1360.54,1357.79,1360.4
2018-01-25T10:00:00,1360.4,1360.7,1358.88,1359.38
2018-01-25T11:00:00,1359.38,1360.14,1358.96,1359.17
2018-01-25T12:00:00,1359.17,1359.45,1357.66,1358.03
2018-01-25T13:00:00,1358.03,1360.62,1357.95,1360.1
2018-01-25T14:00:00,1360.1,1361.65,1353.42,1354.94
2018-01-25T15:00:00,1354.94,1358.67,1354.6,1357.57
2018-01-25T16:00:00,1357.57,1361.23,1356.8,1360.87
2018-01-25T17:00:00,1360.87,1362.89,1359.79,1362.62
2018-01-25T18:00:00,1362.62,1364.71,1359.73,1360.37
2018-01-25T19:00:00,1360.37,1360.95,1342.21,1347.62
2018-01-25T20:00:00,1347.62,1351.38,1343.89,1347.93
2018-01-25T21:00:00,1347.93,1348.82,1346.52,1348.15
2018-01-25T23:00:00,1348.15,1348.47,1344.48,1346.66
2018-01-26T00:00:00,1346.66,1348.38,1345.75,1348.18
2018-01-26T01:00:00,1348.18,1353.67,1348.16,1352.76
2018-01-26T02:00:00,1352.76,1352.84,1350.51,1352.02
2018-01-26T03:00:00,1352.02,1353.31,1351.32,1351.86
2018-01-26T04:00:00,1351.86,1352.55,1351.4,1351.92
2018-01-26T05:00:00,1351.92,1352.32,1350.92,1352.28
2018-01-26T06:00:00,1352.28,1354.46,1352.01,1354.13
2018-01-26T07:00:00,1354.13,1357,1353.82,1355.63
2018-01-26T08:00:00,1355.63,1356.96,1354.58,1355.01
